Month,Day,Period,DPV_NV
1,4,15,0.01137
1,4,16,0.151
1,4,17,0.28896
1,4,18,0.41213
1,4,19,0.51061
1,4,20,0.58995
1,4,21,0.65511
1,4,22,0.70708
1,4,23,0.74377
1,4,24,0.76597
1,4,25,0.77263
1,4,26,0.76172
1,4,27,0.73636
1,4,28,0.69136
1,4,29,0.62857
1,4,30,0.54666
1,4,31,0.44715
1,4,32,0.32307
1,4,33,0.18727
1,4,34,0.04236
1,4,35,0.0
1,4,36,0.0
1,4,37,0.0
1,4,38,0.0
1,4,39,0.0
1,4,40,0.0
1,4,41,0.0
1,4,42,0.0
1,4,43,0.0
1,4,44,0.0
1,4,45,0.0
1,4,46,0.0
1,4,47,0.0
1,4,48,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,5,10,0.0
1,5,11,0.0
1,5,12,0.0
1,5,13,0.0
1,5,14,0.0
1,5,15,0.01836
1,5,16,0.18003
1,5,17,0.32513
1,5,18,0.45462
1,5,19,0.55722
1,5,20,0.64047
1,5,21,0.70611
1,5,22,0.7558
1,5,23,0.78837
1,5,24,0.80376
1,5,25,0.80191
1,5,26,0.7839
1,5,27,0.7471
1,5,28,0.69651
1,5,29,0.62973
1,5,30,0.54564
1,5,31,0.44569
1,5,32,0.32026
1,5,33,0.18138
1,5,34,0.03724
1,5,35,0.0
1,5,36,0.0
1,5,37,0.0
1,5,38,0.0
1,5,39,0.0
1,5,40,0.0
1,5,41,0.0
1,5,42,0.0
1,5,43,0.0
1,5,44,0.0
1,5,45,0.0
1,5,46,0.0
1,5,47,0.0
1,5,48,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,6,10,0.0
1,6,11,0.0
1,6,12,0.0
1,6,13,0.0
1,6,14,0.0
1,6,15,0.01677
1,6,16,0.17439
1,6,17,0.31757
1,6,18,0.44582
1,6,19,0.54816
1,6,20,0.63152
1,6,21,0.69555
1,6,22,0.7447
1,6,23,0.77348
1,6,24,0.78895
1,6,25,0.78376
1,6,26,0.76881
1,6,27,0.73584
1,6,28,0.68338
1,6,29,0.58698
1,6,30,0.47594
1,6,31,0.31758
1,6,32,0.22689
1,6,33,0.09018
1,6,34,0.00535
1,6,35,0.0
1,6,36,0.0
1,6,37,0.0
1,6,38,0.0
1,6,39,0.0
1,6,40,0.0
1,6,41,0.0
1,6,42,0.0
1,6,43,0.0
1,6,44,0.0
1,6,45,0.0
1,6,46,0.0
1,6,47,0.0
1,6,48,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,7,10,0.0
1,7,11,0.0
1,7,12,0.0
1,7,13,0.0
1,7,14,0.0
1,7,15,0.00156
1,7,16,0.06507
1,7,17,0.15679
1,7,18,0.27602
1,7,19,0.40046
1,7,20,0.58875
1,7,21,0.61346
1,7,22,0.44209
1,7,23,0.43789
1,7,24,0.4642
1,7,25,0.52797
1,7,26,0.34657
1,7,27,0.37488
1,7,28,0.30663
1,7,29,0.23231
1,7,30,0.21036
1,7,31,0.16029
1,7,32,0.10692
1,7,33,0.03845
1,7,34,0.00666
1,7,35,0.0
1,7,36,0.0
1,7,37,0.0
1,7,38,0.0
1,7,39,0.0
1,7,40,0.0
1,7,41,0.0
1,7,42,0.0
1,7,43,0.0
1,7,44,0.0
1,7,45,0.0
1,7,46,0.0
1,7,47,0.0
1,7,48,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.0
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,8,10,0.0
1,8,11,0.0
1,8,12,0.0
1,8,13,0.0
1,8,14,0.0
1,8,15,0.01378
1,8,16,0.16007
1,8,17,0.29241
1,8,18,0.40445
1,8,19,0.51611
1,8,20,0.58932
1,8,21,0.64563
1,8,22,0.69003
1,8,23,0.71205
1,8,24,0.7352
1,8,25,0.73215
1,8,26,0.7232
1,8,27,0.69259
1,8,28,0.64911
1,8,29,0.5914
1,8,30,0.51634
1,8,31,0.42792
1,8,32,0.3068
1,8,33,0.10273
1,8,34,0.00802
1,8,35,0.0
1,8,36,0.0
1,8,37,0.0
1,8,38,0.0
1,8,39,0.0
1,8,40,0.0
1,8,41,0.0
1,8,42,0.0
1,8,43,0.0
1,8,44,0.0
1,8,45,0.0
1,8,46,0.0
1,8,47,0.0
1,8,48,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.0
1,9,4,0.0
1,9,5,0.0
1,9,6,0.0
1,9,7,0.0
1,9,8,0.0
1,9,9,0.0
1,9,10,0.0
1,9,11,0.0
1,9,12,0.0
1,9,13,0.0
1,9,14,0.0
1,9,15,0.00984
1,9,16,0.06995
1,9,17,0.12164
1,9,18,0.1638
1,9,19,0.20182
1,9,20,0.29782
1,9,21,0.41944
1,9,22,0.44231
1,9,23,0.47994
1,9,24,0.52918
1,9,25,0.55721
1,9,26,0.49874
1,9,27,0.58726
1,9,28,0.57838
1,9,29,0.50144
1,9,30,0.45671
1,9,31,0.41952
1,9,32,0.30503
1,9,33,0.17885
1,9,34,0.03906
1,9,35,0.0
1,9,36,0.0
1,9,37,0.0
1,9,38,0.0
1,9,39,0.0
1,9,40,0.0
1,9,41,0.0
1,9,42,0.0
1,9,43,0.0
1,9,44,0.0
1,9,45,0.0
1,9,46,0.0
1,9,47,0.0
1,9,48,0.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,10,4,0.0
1,10,5,0.0
1,10,6,0.0
1,10,7,0.0
1,10,8,0.0
1,10,9,0.0
1,10,10,0.0
1,10,11,0.0
1,10,12,0.0
1,10,13,0.0
1,10,14,0.0
1,10,15,0.01436
1,10,16,0.15407
1,10,17,0.28984
1,10,18,0.40789
1,10,19,0.50192
1,10,20,0.58073
1,10,21,0.63569
1,10,22,0.68374
1,10,23,0.71528
1,10,24,0.73233
1,10,25,0.73515
1,10,26,0.72028
1,10,27,0.63142
1,10,28,0.64072
1,10,29,0.57939
1,10,30,0.47042
1,10,31,0.3535
1,10,32,0.21086
1,10,33,0.08277
1,10,34,0.00833
1,10,35,0.0
1,10,36,0.0
1,10,37,0.0
1,10,38,0.0
1,10,39,0.0
1,10,40,0.0
1,10,41,0.0
1,10,42,0.0
1,10,43,0.0
1,10,44,0.0
1,10,45,0.0
1,10,46,0.0
1,10,47,0.0
1,10,48,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,11,4,0.0
1,11,5,0.0
1,11,6,0.0
1,11,7,0.0
1,11,8,0.0
1,11,9,0.0
1,11,10,0.0
1,11,11,0.0
1,11,12,0.0
1,11,13,0.0
1,11,14,0.0
1,11,15,0.00187
1,11,16,0.06321
1,11,17,0.13323
1,11,18,0.21053
1,11,19,0.35281
1,11,20,0.39301
1,11,21,0.46257
1,11,22,0.51351
1,11,23,0.5802
1,11,24,0.64572
1,11,25,0.61378
1,11,26,0.72709
1,11,27,0.67048
1,11,28,0.52474
1,11,29,0.43743
1,11,30,0.28581
1,11,31,0.191
1,11,32,0.1459
1,11,33,0.09791
1,11,34,0.01017
1,11,35,0.0
1,11,36,0.0
1,11,37,0.0
1,11,38,0.0
1,11,39,0.0
1,11,40,0.0
1,11,41,0.0
1,11,42,0.0
1,11,43,0.0
1,11,44,0.0
1,11,45,0.0
1,11,46,0.0
1,11,47,0.0
1,11,48,0.0
1,12,1,0.0
1,12,2,0.0
1,12,3,0.0
1,12,4,0.0
1,12,5,0.0
1,12,6,0.0
1,12,7,0.0
1,12,8,0.0
1,12,9,0.0
1,12,10,0.0
1,12,11,0.0
1,12,12,0.0
1,12,13,0.0
1,12,14,0.0
1,12,15,0.02096
1,12,16,0.16756
1,12,17,0.30827
1,12,18,0.43455
1,12,19,0.53591
1,12,20,0.6142
1,12,21,0.67683
1,12,22,0.72678
1,12,23,0.76104
1,12,24,0.77802
1,12,25,0.77952
1,12,26,0.75477
1,12,27,0.70955
1,12,28,0.6849
1,12,29,0.62454
1,12,30,0.54712
1,12,31,0.45289
1,12,32,0.33139
1,12,33,0.19856
1,12,34,0.04883
1,12,35,0.0
1,12,36,0.0
1,12,37,0.0
1,12,38,0.0
1,12,39,0.0
1,12,40,0.0
1,12,41,0.0
1,12,42,0.0
1,12,43,0.0
1,12,44,0.0
1,12,45,0.0
1,12,46,0.0
1,12,47,0.0
1,12,48,0.0
1,13,1,0.0
1,13,2,0.0
1,13,3,0.0
1,13,4,0.0
1,13,5,0.0
1,13,6,0.0
1,13,7,0.0
1,13,8,0.0
1,13,9,0.0
1,13,10,0.0
1,13,11,0.0
1,13,12,0.0
1,13,13,0.0
1,13,14,0.0
1,13,15,0.02565
1,13,16,0.16589
1,13,17,0.30603
1,13,18,0.42927
1,13,19,0.53455
1,13,20,0.61709
1,13,21,0.68232
1,13,22,0.73184
1,13,23,0.76446
1,13,24,0.78113
1,13,25,0.78106
1,13,26,0.76522
1,13,27,0.73355
1,13,28,0.68735
1,13,29,0.62488
1,13,30,0.54552
1,13,31,0.45233
1,13,32,0.33533
1,13,33,0.20389
1,13,34,0.0571
1,13,35,0.0
1,13,36,0.0
1,13,37,0.0
1,13,38,0.0
1,13,39,0.0
1,13,40,0.0
1,13,41,0.0
1,13,42,0.0
1,13,43,0.0
1,13,44,0.0
1,13,45,0.0
1,13,46,0.0
1,13,47,0.0
1,13,48,0.0
1,14,1,0.0
1,14,2,0.0
1,14,3,0.0
1,14,4,0.0
1,14,5,0.0
1,14,6,0.0
1,14,7,0.0
1,14,8,0.0
1,14,9,0.0
1,14,10,0.0
1,14,11,0.0
1,14,12,0.0
1,14,13,0.0
1,14,14,0.0
1,14,15,0.02902
1,14,16,0.16848
1,14,17,0.30945
1,14,18,0.4356
1,14,19,0.53689
1,14,20,0.62018
1,14,21,0.68221
1,14,22,0.73232
1,14,23,0.76571
1,14,24,0.78304
1,14,25,0.78347
1,14,26,0.76808
1,14,27,0.73321
1,14,28,0.68558
1,14,29,0.62398
1,14,30,0.54598
1,14,31,0.44958
1,14,32,0.33095
1,14,33,0.20044
1,14,34,0.05551
1,14,35,0.0
1,14,36,0.0
1,14,37,0.0
1,14,38,0.0
1,14,39,0.0
1,14,40,0.0
1,14,41,0.0
1,14,42,0.0
1,14,43,0.0
1,14,44,0.0
1,14,45,0.0
1,14,46,0.0
1,14,47,0.0
1,14,48,0.0
1,15,1,0.0
1,15,2,0.0
1,15,3,0.0
1,15,4,0.0
1,15,5,0.0
1,15,6,0.0
1,15,7,0.0
1,15,8,0.0
1,15,9,0.0
1,15,10,0.0
1,15,11,0.0
1,15,12,0.0
1,15,13,0.0
1,15,14,0.0
1,15,15,0.03109
1,15,16,0.16717
1,15,17,0.30931
1,15,18,0.4353
1,15,19,0.53755
1,15,20,0.61962
1,15,21,0.68424
1,15,22,0.73351
1,15,23,0.76635
1,15,24,0.7828
1,15,25,0.78325
1,15,26,0.76837
1,15,27,0.73718
1,15,28,0.69094
1,15,29,0.62971
1,15,30,0.55075
1,15,31,0.45703
1,15,32,0.34459
1,15,33,0.21653
1,15,34,0.06707
1,15,35,0.0
1,15,36,0.0
1,15,37,0.0
1,15,38,0.0
1,15,39,0.0
1,15,40,0.0
1,15,41,0.0
1,15,42,0.0
1,15,43,0.0
1,15,44,0.0
1,15,45,0.0
1,15,46,0.0
1,15,47,0.0
1,15,48,0.0
1,16,1,0.0
1,16,2,0.0
1,16,3,0.0
1,16,4,0.0
1,16,5,0.0
1,16,6,0.0
1,16,7,0.0
1,16,8,0.0
1,16,9,0.0
1,16,10,0.0
1,16,11,0.0
1,16,12,0.0
1,16,13,0.0
1,16,14,0.0
1,16,15,0.03288
1,16,16,0.17415
1,16,17,0.314
1,16,18,0.43952
1,16,19,0.53899
1,16,20,0.62407
1,16,21,0.68653
1,16,22,0.7354
1,16,23,0.76754
1,16,24,0.78344
1,16,25,0.78447
1,16,26,0.76918
1,16,27,0.7373
1,16,28,0.69082
1,16,29,0.62974
1,16,30,0.55168
1,16,31,0.46056
1,16,32,0.34531
1,16,33,0.21766
1,16,34,0.06637
1,16,35,0.0
1,16,36,0.0
1,16,37,0.0
1,16,38,0.0
1,16,39,0.0
1,16,40,0.0
1,16,41,0.0
1,16,42,0.0
1,16,43,0.0
1,16,44,0.0
1,16,45,0.0
1,16,46,0.0
1,16,47,0.0
1,16,48,0.0
1,17,1,0.0
1,17,2,0.0
1,17,3,0.0
1,17,4,0.0
1,17,5,0.0
1,17,6,0.0
1,17,7,0.0
1,17,8,0.0
1,17,9,0.0
1,17,10,0.0
1,17,11,0.0
1,17,12,0.0
1,17,13,0.0
1,17,14,0.0
1,17,15,0.03191
1,17,16,0.17069
1,17,17,0.31308
1,17,18,0.43832
1,17,19,0.53903
1,17,20,0.61953
1,17,21,0.68323
1,17,22,0.73016
1,17,23,0.76077
1,17,24,0.77645
1,17,25,0.77671
1,17,26,0.76238
1,17,27,0.73056
1,17,28,0.68566
1,17,29,0.6262
1,17,30,0.54913
1,17,31,0.45728
1,17,32,0.34751
1,17,33,0.21855
1,17,34,0.06905
1,17,35,0.0
1,17,36,0.0
1,17,37,0.0
1,17,38,0.0
1,17,39,0.0
1,17,40,0.0
1,17,41,0.0
1,17,42,0.0
1,17,43,0.0
1,17,44,0.0
1,17,45,0.0
1,17,46,0.0
1,17,47,0.0
1,17,48,0.0
1,18,1,0.0
1,18,2,0.0
1,18,3,0.0
1,18,4,0.0
1,18,5,0.0
1,18,6,0.0
1,18,7,0.0
1,18,8,0.0
1,18,9,0.0
1,18,10,0.0
1,18,11,0.0
1,18,12,0.0
1,18,13,0.0
1,18,14,0.0
1,18,15,0.03307
1,18,16,0.17526
1,18,17,0.31779
1,18,18,0.44321
1,18,19,0.54751
1,18,20,0.63078
1,18,21,0.6953
1,18,22,0.74529
1,18,23,0.77858
1,18,24,0.79598
1,18,25,0.79754
1,18,26,0.78348
1,18,27,0.75265
1,18,28,0.70751
1,18,29,0.64713
1,18,30,0.56848
1,18,31,0.47487
1,18,32,0.36292
1,18,33,0.2316
1,18,34,0.07548
1,18,35,0.0
1,18,36,0.0
1,18,37,0.0
1,18,38,0.0
1,18,39,0.0
1,18,40,0.0
1,18,41,0.0
1,18,42,0.0
1,18,43,0.0
1,18,44,0.0
1,18,45,0.0
1,18,46,0.0
1,18,47,0.0
1,18,48,0.0
1,19,1,0.0
1,19,2,0.0
1,19,3,0.0
1,19,4,0.0
1,19,5,0.0
1,19,6,0.0
1,19,7,0.0
1,19,8,0.0
1,19,9,0.0
1,19,10,0.0
1,19,11,0.0
1,19,12,0.0
1,19,13,0.0
1,19,14,0.0
1,19,15,0.03363
1,19,16,0.17449
1,19,17,0.27894
1,19,18,0.41571
1,19,19,0.54498
1,19,20,0.62522
1,19,21,0.68608
1,19,22,0.73263
1,19,23,0.75808
1,19,24,0.74226
1,19,25,0.7193
1,19,26,0.70806
1,19,27,0.65339
1,19,28,0.57837
1,19,29,0.49942
1,19,30,0.4379
1,19,31,0.40077
1,19,32,0.25114
1,19,33,0.16194
1,19,34,0.04996
1,19,35,0.0
1,19,36,0.0
1,19,37,0.0
1,19,38,0.0
1,19,39,0.0
1,19,40,0.0
1,19,41,0.0
1,19,42,0.0
1,19,43,0.0
1,19,44,0.0
1,19,45,0.0
1,19,46,0.0
1,19,47,0.0
1,19,48,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,20,4,0.0
1,20,5,0.0
1,20,6,0.0
1,20,7,0.0
1,20,8,0.0
1,20,9,0.0
1,20,10,0.0
1,20,11,0.0
1,20,12,0.0
1,20,13,0.0
1,20,14,0.0
1,20,15,0.01659
1,20,16,0.14251
1,20,17,0.30909
1,20,18,0.43463
1,20,19,0.53591
1,20,20,0.61646
1,20,21,0.68171
1,20,22,0.73167
1,20,23,0.76528
1,20,24,0.78264
1,20,25,0.78431
1,20,26,0.77123
1,20,27,0.74258
1,20,28,0.69879
1,20,29,0.64043
1,20,30,0.56362
1,20,31,0.47325
1,20,32,0.36273
1,20,33,0.23347
1,20,34,0.07917
1,20,35,0.0
1,20,36,0.0
1,20,37,0.0
1,20,38,0.0
1,20,39,0.0
1,20,40,0.0
1,20,41,0.0
1,20,42,0.0
1,20,43,0.0
1,20,44,0.0
1,20,45,0.0
1,20,46,0.0
1,20,47,0.0
1,20,48,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,0.0
1,21,7,0.0
1,21,8,0.0
1,21,9,0.0
1,21,10,0.0
1,21,11,0.0
1,21,12,0.0
1,21,13,0.0
1,21,14,0.0
1,21,15,0.02756
1,21,16,0.17175
1,21,17,0.28582
1,21,18,0.41743
1,21,19,0.31943
1,21,20,0.39004
1,21,21,0.42167
1,21,22,0.36746
1,21,23,0.49821
1,21,24,0.6988
1,21,25,0.53142
1,21,26,0.58459
1,21,27,0.58266
1,21,28,0.42918
1,21,29,0.3775
1,21,30,0.39535
1,21,31,0.21094
1,21,32,0.10435
1,21,33,0.05843
1,21,34,0.01916
1,21,35,0.0
1,21,36,0.0
1,21,37,0.0
1,21,38,0.0
1,21,39,0.0
1,21,40,0.0
1,21,41,0.0
1,21,42,0.0
1,21,43,0.0
1,21,44,0.0
1,21,45,0.0
1,21,46,0.0
1,21,47,0.0
1,21,48,0.0
1,22,1,0.0
1,22,2,0.0
1,22,3,0.0
1,22,4,0.0
1,22,5,0.0
1,22,6,0.0
1,22,7,0.0
1,22,8,0.0
1,22,9,0.0
1,22,10,0.0
1,22,11,0.0
1,22,12,0.0
1,22,13,0.0
1,22,14,0.0
1,22,15,0.00634
1,22,16,0.06135
1,22,17,0.11487
1,22,18,0.16704
1,22,19,0.31099
1,22,20,0.38334
1,22,21,0.51909
1,22,22,0.54552
1,22,23,0.55296
1,22,24,0.60983
1,22,25,0.66765
1,22,26,0.75118
1,22,27,0.73538
1,22,28,0.67452
1,22,29,0.63258
1,22,30,0.55953
1,22,31,0.47202
1,22,32,0.36698
1,22,33,0.24223
1,22,34,0.09173
1,22,35,0.0
1,22,36,0.0
1,22,37,0.0
1,22,38,0.0
1,22,39,0.0
1,22,40,0.0
1,22,41,0.0
1,22,42,0.0
1,22,43,0.0
1,22,44,0.0
1,22,45,0.0
1,22,46,0.0
1,22,47,0.0
1,22,48,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,23,4,0.0
1,23,5,0.0
1,23,6,0.0
1,23,7,0.0
1,23,8,0.0
1,23,9,0.0
1,23,10,0.0
1,23,11,0.0
1,23,12,0.0
1,23,13,0.0
1,23,14,0.0
1,23,15,0.032
1,23,16,0.13765
1,23,17,0.18249
1,23,18,0.187
1,23,19,0.26989
1,23,20,0.30847
1,23,21,0.32996
1,23,22,0.33732
1,23,23,0.37517
1,23,24,0.44226
1,23,25,0.40105
1,23,26,0.33785
1,23,27,0.28475
1,23,28,0.30701
1,23,29,0.27596
1,23,30,0.23851
1,23,31,0.19025
1,23,32,0.1414
1,23,33,0.06286
1,23,34,0.01722
1,23,35,6e-05
1,23,36,0.0
1,23,37,0.0
1,23,38,0.0
1,23,39,0.0
1,23,40,0.0
1,23,41,0.0
1,23,42,0.0
1,23,43,0.0
1,23,44,0.0
1,23,45,0.0
1,23,46,0.0
1,23,47,0.0
1,23,48,0.0
1,24,1,0.0
1,24,2,0.0
1,24,3,0.0
1,24,4,0.0
1,24,5,0.0
1,24,6,0.0
1,24,7,0.0
1,24,8,0.0
1,24,9,0.0
1,24,10,0.0
1,24,11,0.0
1,24,12,0.0
1,24,13,0.0
1,24,14,0.0
1,24,15,0.00744
1,24,16,0.07841
1,24,17,0.09602
1,24,18,0.20884
1,24,19,0.31759
1,24,20,0.37494
1,24,21,0.46853
1,24,22,0.57949
1,24,23,0.57468
1,24,24,0.60548
1,24,25,0.60971
1,24,26,0.58281
1,24,27,0.54212
1,24,28,0.4998
1,24,29,0.46082
1,24,30,0.40017
1,24,31,0.26988
1,24,32,0.21639
1,24,33,0.11539
1,24,34,0.03593
1,24,35,0.00057
1,24,36,0.0
1,24,37,0.0
1,24,38,0.0
1,24,39,0.0
1,24,40,0.0
1,24,41,0.0
1,24,42,0.0
1,24,43,0.0
1,24,44,0.0
1,24,45,0.0
1,24,46,0.0
1,24,47,0.0
1,24,48,0.0
1,25,1,0.0
1,25,2,0.0
1,25,3,0.0
1,25,4,0.0
1,25,5,0.0
1,25,6,0.0
1,25,7,0.0
1,25,8,0.0
1,25,9,0.0
1,25,10,0.0
1,25,11,0.0
1,25,12,0.0
1,25,13,0.0
1,25,14,0.0
1,25,15,0.02485
1,25,16,0.16625
1,25,17,0.30346
1,25,18,0.40902
1,25,19,0.52372
1,25,20,0.60134
1,25,21,0.65066
1,25,22,0.70882
1,25,23,0.73535
1,25,24,0.76413
1,25,25,0.76664
1,25,26,0.7542
1,25,27,0.72814
1,25,28,0.68467
1,25,29,0.62755
1,25,30,0.5574
1,25,31,0.46974
1,25,32,0.36301
1,25,33,0.23823
1,25,34,0.10126
1,25,35,0.00067
1,25,36,0.0
1,25,37,0.0
1,25,38,0.0
1,25,39,0.0
1,25,40,0.0
1,25,41,0.0
1,25,42,0.0
1,25,43,0.0
1,25,44,0.0
1,25,45,0.0
1,25,46,0.0
1,25,47,0.0
1,25,48,0.0
1,26,1,0.0
1,26,2,0.0
1,26,3,0.0
1,26,4,0.0
1,26,5,0.0
1,26,6,0.0
1,26,7,0.0
1,26,8,0.0
1,26,9,0.0
1,26,10,0.0
1,26,11,0.0
1,26,12,0.0
1,26,13,0.0
1,26,14,0.0
1,26,15,0.00764
1,26,16,0.07785
1,26,17,0.11514
1,26,18,0.20417
1,26,19,0.3886
1,26,20,0.47777
1,26,21,0.52329
1,26,22,0.5702
1,26,23,0.62364
1,26,24,0.60595
1,26,25,0.57259
1,26,26,0.57375
1,26,27,0.54803
1,26,28,0.50572
1,26,29,0.45379
1,26,30,0.37732
1,26,31,0.25717
1,26,32,0.15313
1,26,33,0.07533
1,26,34,0.02725
1,26,35,0.00072
1,26,36,0.0
1,26,37,0.0
1,26,38,0.0
1,26,39,0.0
1,26,40,0.0
1,26,41,0.0
1,26,42,0.0
1,26,43,0.0
1,26,44,0.0
1,26,45,0.0
1,26,46,0.0
1,26,47,0.0
1,26,48,0.0
1,27,1,0.0
1,27,2,0.0
1,27,3,0.0
1,27,4,0.0
1,27,5,0.0
1,27,6,0.0
1,27,7,0.0
1,27,8,0.0
1,27,9,0.0
1,27,10,0.0
1,27,11,0.0
1,27,12,0.0
1,27,13,0.0
1,27,14,0.0
1,27,15,0.04069
1,27,16,0.18571
1,27,17,0.33
1,27,18,0.45462
1,27,19,0.551
1,27,20,0.62845
1,27,21,0.68924
1,27,22,0.73818
1,27,23,0.76677
1,27,24,0.78342
1,27,25,0.7879
1,27,26,0.77063
1,27,27,0.71907
1,27,28,0.56497
1,27,29,0.63721
1,27,30,0.49255
1,27,31,0.34831
1,27,32,0.31323
1,27,33,0.23789
1,27,34,0.11421
1,27,35,0.00012
1,27,36,0.0
1,27,37,0.0
1,27,38,0.0
1,27,39,0.0
1,27,40,0.0
1,27,41,0.0
1,27,42,0.0
1,27,43,0.0
1,27,44,0.0
1,27,45,0.0
1,27,46,0.0
1,27,47,0.0
1,27,48,0.0
1,28,1,0.0
1,28,2,0.0
1,28,3,0.0
1,28,4,0.0
1,28,5,0.0
1,28,6,0.0
1,28,7,0.0
1,28,8,0.0
1,28,9,0.0
1,28,10,0.0
1,28,11,0.0
1,28,12,0.0
1,28,13,0.0
1,28,14,0.0
1,28,15,0.00733
1,28,16,0.04617
1,28,17,0.10954
1,28,18,0.24051
1,28,19,0.40056
1,28,20,0.36249
1,28,21,0.37495
1,28,22,0.42954
1,28,23,0.54736
1,28,24,0.66334
1,28,25,0.58124
1,28,26,0.5821
1,28,27,0.65564
1,28,28,0.61061
1,28,29,0.62096
1,28,30,0.49667
1,28,31,0.45399
1,28,32,0.33557
1,28,33,0.23162
1,28,34,0.09815
1,28,35,0.00012
1,28,36,0.0
1,28,37,0.0
1,28,38,0.0
1,28,39,0.0
1,28,40,0.0
1,28,41,0.0
1,28,42,0.0
1,28,43,0.0
1,28,44,0.0
